x1,x2,y
-4.092856921081899,-1.347476104564847,-992.4347503899576
-2.494080551211299,-2.481691163419117,-953.8810446277574
0.06584545224938054,3.6762442968260327,-994.3638189088939
3.8953980352597295,2.2657783352407845,-931.783706334389
0.8800913051174515,3.3999228602726266,-980.5404496557973
2.225907849717526,-3.1072397244522167,-988.5499163011883
0.6894977410361758,2.8776765640698887,-955.1561454973195
0.26967365464225246,-3.0480542630200755,-963.9272728648373
3.3083709992806547,-4.079010439791068,-991.3532306329877
2.08232664672527,-2.345478836628385,-995.1349447442627
-3.436887969805473,-4.031579015040635,-985.3248673425709
-2.207081305285446,3.617706225184195,-916.6388294244877
-1.3475251464976967,0.1169041731906928,-974.4473429499457
-0.4101763602466093,-4.424371618039956,-988.0192950248991
-3.98286696075698,-1.0238598070699734,-985.6064542126875
1.8300590688739815,3.372017390484954,-934.2628356921787
4.2818178294067,3.8721419911833816,-977.7480619575487
3.9978645965933435,-4.178100714344598,-977.7100784447003
3.443233187581825,-1.324871878965324,-966.8283317388403
-0.9711476657331408,-0.3345375614905137,-973.4484688700153
1.3901561653688255,-2.6049715513055274,-961.512439581113
-0.5769549755081211,2.2405449730301283,-929.8923687038326
1.6137524160808434,-3.8353549583469384,-997.2824331409995
-1.1886806899836575,-4.928415422723142,-979.3965935709273
2.62261359742861,2.1864112193965015,-946.2840748227612
2.4839678116541863,-2.594600977751469,-998.513935512604
-2.494694549622726,4.922774765517927,-917.9609492262442
2.541242805347416,0.5326485898641256,-933.7012327506562
1.0050489941013652,-3.1388923024520956,-940.7408768860234
1.168405243836725,1.5317594795973282,-992.5532718456084
1.1334770076522354,4.413372453763753,-924.1783323323323
-4.320285232779004,1.6660726944073003,-946.1315488026434
1.1329942951675136,-4.40960341977318,-988.0709258276679
0.3690423349112866,-3.3458882871874156,-968.0407401488457
-4.854595931365391,1.896009526599956,-924.8256585009567
3.2079064805165594,-2.598834335777745,-988.5273013775748
0.5954459067791982,4.431558978364032,-928.2339670484135
3.6680705650544816,-3.7672034086313233,-992.8048086122021
-3.1109049502460273,-2.732278229652478,-982.6161489277312
-3.54140453761379,1.7459330840518419,-979.4233701819576
-0.57787035525695,4.565684732699047,-997.9567258780642
-4.522541980752759,2.6667336135074526,-969.8818495293315
-1.991487492050922,2.271688344996047,-962.1192014114835
4.184020031381145,-1.589462311852957,-940.235572359875
0.07232461836778548,1.7372337312530988,-944.9059829676694
-3.9940990396625953,-4.955550944486723,-967.247050503138
2.7492054140996665,2.2769579166936094,-947.8341463357048
2.4068203587655663,-2.5713066320256655,-998.1166108813553
-4.040457690633396,0.2502880255439148,-931.3651408961176
3.84280244713813,0.02779263425894385,-931.4337638957122
2.4652534612654726,-0.5942238437076792,-970.1026307976157
-2.747325545758122,-0.9491442513990771,-988.0841777234982
4.57915546974079,-4.080439457473554,-931.1430465268559
0.32441560337514375,1.1524766306037924,-948.4346107677435
